id,question,choiceA,choiceB,choiceC,choiceD,correctAnswer,explanation,cefrLevel,skill,mode,type,topic,difficulty,context,transcript
"local-listening-134","When does the sale end?","June 11","Today at noon","Next year","At the end of the month","A","The sale ends on June 11. | Đợt giảm giá kết thúc vào June 11.","B2","listening","short-talks","listening","advertisements","700","","This week only, visit the BluePeak Home Store in Seattle for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 11, so shop early for the best selection."
"local-listening-135","Why are listeners advised to shop early?","The store closes at noon","To get the best selection","Delivery takes a month","Prices rise each morning","B","Shopping early provides the best selection. | Mua sớm giúp có nhiều lựa chọn nhất.","B1","listening","short-talks","listening","advertisements","650","","This week only, visit the BluePeak Home Store in Seattle for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 11, so shop early for the best selection."
"local-listening-136","Where would this announcement most likely be heard?","At an airport","At a restaurant","At a bank","At a factory","A","The message concerns a flight, gate, and boarding. | Thông báo về chuyến bay, cửa ra máy bay và giờ lên máy bay.","B2","listening","short-talks","listening","airport","700","","May I have your attention, please. Flight 482 to Seattle will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-137","What has changed?","The destination","The gate number","The airline","The ticket price","B","The departure gate changed from 12 to 16. | Cửa ra máy bay đổi từ 12 sang 16.","B1","listening","short-talks","listening","airport","650","","May I have your attention, please. Flight 482 to Seattle will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-138","What is the new gate?","Gate 6","Gate 12","Gate 16","Gate 45","C","The flight will depart from Gate 16. | Chuyến bay khởi hành ở cửa 16.","B2","listening","short-talks","listening","airport","700","","May I have your attention, please. Flight 482 to Seattle will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-139","When will boarding begin?","At 6:25","At 6:45","At 7:05","At 7:45","B","Boarding begins at six forty-five. | Giờ lên máy bay là 6 giờ 45.","B1","listening","short-talks","listening","airport","650","","May I have your attention, please. Flight 482 to Seattle will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-140","Who should go to the information desk?","Passengers needing assistance","All flight attendants","Passengers buying food","Airport drivers","A","Passengers who need assistance are directed there. | Hành khách cần hỗ trợ nên tới quầy thông tin.","B2","listening","short-talks","listening","airport","700","","May I have your attention, please. Flight 482 to Seattle will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-141","What event are listeners attending?","A small business forum","A music festival","A university exam","A product sale","A","The speaker welcomes listeners to a small business forum. | Người nói chào mừng người nghe tới diễn đàn doanh nghiệp nhỏ.","B2","listening","short-talks","listening","events","700","","Welcome to the BluePeak Small Business Forum in Seattle. Our first speaker, Mr. Lee, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-142","What will the first speaker discuss?","Digital marketing","Office safety","Hotel management","International shipping","A","The first talk is about digital marketing. | Bài nói đầu tiên về tiếp thị số.","C1","listening","short-talks","listening","events","800","","Welcome to the BluePeak Small Business Forum in Seattle. Our first speaker, Mr. Lee, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-143","Where will the finance seminar take place?","Hall A","Hall B","Hall C","The auditorium","C","The seminar has moved to Hall C. | Hội thảo tài chính chuyển sang Hội trường C.","C2","listening","short-talks","listening","events","900","","Welcome to the BluePeak Small Business Forum in Seattle. Our first speaker, Mr. Lee, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-144","When will lunch be served?","At 9:30","At 11:00","At 12:15","At 1:30","C","Lunch is scheduled for twelve fifteen. | Bữa trưa diễn ra lúc 12 giờ 15.","B2","listening","short-talks","listening","events","700","","Welcome to the BluePeak Small Business Forum in Seattle. Our first speaker, Mr. Lee, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-145","What are attendees asked to do?","Keep name badges visible","Turn in a report","Leave before lunch","Move to Hall A","A","Attendees should keep their badges visible all day. | Người tham dự cần đeo thẻ tên trong suốt ngày.","C1","listening","short-talks","listening","events","800","","Welcome to the BluePeak Small Business Forum in Seattle. Our first speaker, Mr. Lee, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-146","Why is the speaker calling?","A laptop repair is complete","A payment is overdue","A meeting was canceled","A new job is available","A","The speaker says the repaired laptop is ready. | Người nói báo máy tính đã sửa xong.","C2","listening","short-talks","listening","voicemail","900","","Hello, this message is for Mr. Lee. This is Daniel from the BluePeak repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Seattle counter is open until seven this evening, but it will close at five on June 11. Please bring your repair receipt when you come."
"local-listening-147","What part was replaced?","The screen","The keyboard","The battery","The camera","C","The repair center replaced the battery. | Trung tâm đã thay pin.","B2","listening","short-talks","listening","voicemail","700","","Hello, this message is for Mr. Lee. This is Daniel from the BluePeak repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Seattle counter is open until seven this evening, but it will close at five on June 11. Please bring your repair receipt when you come."
"local-listening-148","What else was done?","Files were deleted","The operating system was updated","A printer was installed","The laptop was exchanged","B","The operating system was updated. | Hệ điều hành đã được cập nhật.","C1","listening","short-talks","listening","voicemail","800","","Hello, this message is for Mr. Lee. This is Daniel from the BluePeak repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Seattle counter is open until seven this evening, but it will close at five on June 11. Please bring your repair receipt when you come."
"local-listening-149","Until what time is the counter open today?","Five","Six","Seven","Eight","C","The counter is open until seven this evening. | Quầy mở tới 7 giờ tối nay.","C2","listening","short-talks","listening","voicemail","900","","Hello, this message is for Mr. Lee. This is Daniel from the BluePeak repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Seattle counter is open until seven this evening, but it will close at five on June 11. Please bring your repair receipt when you come."
"local-listening-150","What should the customer bring?","A repair receipt","A passport","A new battery","A warranty advertisement","A","The message asks the customer to bring the repair receipt. | Khách hàng cần mang phiếu sửa chữa.","B2","listening","short-talks","listening","voicemail","700","","Hello, this message is for Mr. Lee. This is Daniel from the BluePeak repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Seattle counter is open until seven this evening, but it will close at five on June 11. Please bring your repair receipt when you come."
"local-listening-151","Who is the announcement for?","Greenfield employees","Hotel guests","Airline passengers","Job applicants","A","The opening addresses company employees. | Phần mở đầu hướng tới nhân viên công ty.","A2","listening","short-talks","listening","announcements","600","","Attention, Greenfield employees. The Denver office will close at three o'clock on June 18 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-152","Why will the office close early?","For an electrical inspection","For a holiday party","For staff training","For a customer visit","A","The electrical system will be inspected. | Hệ thống điện sẽ được kiểm tra.","B1","listening","short-talks","listening","announcements","650","","Attention, Greenfield employees. The Denver office will close at three o'clock on June 18 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-153","At what time will the office close?","At 2:00","At 3:00","At 4:00","At 5:00","B","The announcement gives a closing time of three o’clock. | Văn phòng đóng cửa lúc 3 giờ.","A1","listening","short-talks","listening","announcements","500","","Attention, Greenfield employees. The Denver office will close at three o'clock on June 18 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-154","What should staff do before leaving?","Move the furniture","Shut down computers","Submit expense reports","Call customers","B","Employees should save work and shut down computers. | Nhân viên cần lưu công việc và tắt máy tính.","A2","listening","short-talks","listening","announcements","600","","Attention, Greenfield employees. The Denver office will close at three o'clock on June 18 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-155","Where may employees finish their hours?","At home","At a cafe","At another branch","At the inspection site","A","The remaining hours may be completed from home. | Nhân viên có thể hoàn thành giờ làm tại nhà.","B1","listening","short-talks","listening","announcements","650","","Attention, Greenfield employees. The Denver office will close at three o'clock on June 18 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-156","What is being advertised?","An office-furniture sale","A training course","A moving service","A business conference","A","The message advertises discounts on office furniture. | Bài nói quảng cáo giảm giá nội thất văn phòng.","B2","listening","short-talks","listening","advertisements","700","","This week only, visit the Greenfield Home Store in Denver for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 18, so shop early for the best selection."
"local-listening-157","Which item is discounted by twenty percent?","Desk chairs","Desks","Lamps","Computers","B","Desks are twenty percent off. | Bàn làm việc được giảm 20 phần trăm.","B1","listening","short-talks","listening","advertisements","650","","This week only, visit the Greenfield Home Store in Denver for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 18, so shop early for the best selection."
"local-listening-158","What do customers receive when spending over $200?","A free chair","Free delivery","A store membership","An extra discount","B","Orders over $200 include free delivery. | Đơn trên 200 đô la được giao miễn phí.","B2","listening","short-talks","listening","advertisements","700","","This week only, visit the Greenfield Home Store in Denver for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 18, so shop early for the best selection."
"local-listening-159","When does the sale end?","June 18","Today at noon","Next year","At the end of the month","A","The sale ends on June 18. | Đợt giảm giá kết thúc vào June 18.","B1","listening","short-talks","listening","advertisements","650","","This week only, visit the Greenfield Home Store in Denver for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 18, so shop early for the best selection."
"local-listening-160","Why are listeners advised to shop early?","The store closes at noon","To get the best selection","Delivery takes a month","Prices rise each morning","B","Shopping early provides the best selection. | Mua sớm giúp có nhiều lựa chọn nhất.","B2","listening","short-talks","listening","advertisements","700","","This week only, visit the Greenfield Home Store in Denver for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on June 18, so shop early for the best selection."
"local-listening-161","Where would this announcement most likely be heard?","At an airport","At a restaurant","At a bank","At a factory","A","The message concerns a flight, gate, and boarding. | Thông báo về chuyến bay, cửa ra máy bay và giờ lên máy bay.","B1","listening","short-talks","listening","airport","650","","May I have your attention, please. Flight 482 to Denver will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-162","What has changed?","The destination","The gate number","The airline","The ticket price","B","The departure gate changed from 12 to 16. | Cửa ra máy bay đổi từ 12 sang 16.","B2","listening","short-talks","listening","airport","700","","May I have your attention, please. Flight 482 to Denver will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-163","What is the new gate?","Gate 6","Gate 12","Gate 16","Gate 45","C","The flight will depart from Gate 16. | Chuyến bay khởi hành ở cửa 16.","B1","listening","short-talks","listening","airport","650","","May I have your attention, please. Flight 482 to Denver will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-164","When will boarding begin?","At 6:25","At 6:45","At 7:05","At 7:45","B","Boarding begins at six forty-five. | Giờ lên máy bay là 6 giờ 45.","B2","listening","short-talks","listening","airport","700","","May I have your attention, please. Flight 482 to Denver will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-165","Who should go to the information desk?","Passengers needing assistance","All flight attendants","Passengers buying food","Airport drivers","A","Passengers who need assistance are directed there. | Hành khách cần hỗ trợ nên tới quầy thông tin.","B1","listening","short-talks","listening","airport","650","","May I have your attention, please. Flight 482 to Denver will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-166","What event are listeners attending?","A small business forum","A music festival","A university exam","A product sale","A","The speaker welcomes listeners to a small business forum. | Người nói chào mừng người nghe tới diễn đàn doanh nghiệp nhỏ.","C1","listening","short-talks","listening","events","800","","Welcome to the Greenfield Small Business Forum in Denver. Our first speaker, Ms. Nguyen, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-167","What will the first speaker discuss?","Digital marketing","Office safety","Hotel management","International shipping","A","The first talk is about digital marketing. | Bài nói đầu tiên về tiếp thị số.","C2","listening","short-talks","listening","events","900","","Welcome to the Greenfield Small Business Forum in Denver. Our first speaker, Ms. Nguyen, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-168","Where will the finance seminar take place?","Hall A","Hall B","Hall C","The auditorium","C","The seminar has moved to Hall C. | Hội thảo tài chính chuyển sang Hội trường C.","B2","listening","short-talks","listening","events","700","","Welcome to the Greenfield Small Business Forum in Denver. Our first speaker, Ms. Nguyen, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-169","When will lunch be served?","At 9:30","At 11:00","At 12:15","At 1:30","C","Lunch is scheduled for twelve fifteen. | Bữa trưa diễn ra lúc 12 giờ 15.","C1","listening","short-talks","listening","events","800","","Welcome to the Greenfield Small Business Forum in Denver. Our first speaker, Ms. Nguyen, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-170","What are attendees asked to do?","Keep name badges visible","Turn in a report","Leave before lunch","Move to Hall A","A","Attendees should keep their badges visible all day. | Người tham dự cần đeo thẻ tên trong suốt ngày.","C2","listening","short-talks","listening","events","900","","Welcome to the Greenfield Small Business Forum in Denver. Our first speaker, Ms. Nguyen, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-171","Why is the speaker calling?","A laptop repair is complete","A payment is overdue","A meeting was canceled","A new job is available","A","The speaker says the repaired laptop is ready. | Người nói báo máy tính đã sửa xong.","B2","listening","short-talks","listening","voicemail","700","","Hello, this message is for Ms. Nguyen. This is Daniel from the Greenfield repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Denver counter is open until seven this evening, but it will close at five on June 18. Please bring your repair receipt when you come."
"local-listening-172","What part was replaced?","The screen","The keyboard","The battery","The camera","C","The repair center replaced the battery. | Trung tâm đã thay pin.","C1","listening","short-talks","listening","voicemail","800","","Hello, this message is for Ms. Nguyen. This is Daniel from the Greenfield repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Denver counter is open until seven this evening, but it will close at five on June 18. Please bring your repair receipt when you come."
"local-listening-173","What else was done?","Files were deleted","The operating system was updated","A printer was installed","The laptop was exchanged","B","The operating system was updated. | Hệ điều hành đã được cập nhật.","C2","listening","short-talks","listening","voicemail","900","","Hello, this message is for Ms. Nguyen. This is Daniel from the Greenfield repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Denver counter is open until seven this evening, but it will close at five on June 18. Please bring your repair receipt when you come."
"local-listening-174","Until what time is the counter open today?","Five","Six","Seven","Eight","C","The counter is open until seven this evening. | Quầy mở tới 7 giờ tối nay.","B2","listening","short-talks","listening","voicemail","700","","Hello, this message is for Ms. Nguyen. This is Daniel from the Greenfield repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Denver counter is open until seven this evening, but it will close at five on June 18. Please bring your repair receipt when you come."
"local-listening-175","What should the customer bring?","A repair receipt","A passport","A new battery","A warranty advertisement","A","The message asks the customer to bring the repair receipt. | Khách hàng cần mang phiếu sửa chữa.","C1","listening","short-talks","listening","voicemail","800","","Hello, this message is for Ms. Nguyen. This is Daniel from the Greenfield repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Denver counter is open until seven this evening, but it will close at five on June 18. Please bring your repair receipt when you come."
"local-listening-176","Who is the announcement for?","Summit employees","Hotel guests","Airline passengers","Job applicants","A","The opening addresses company employees. | Phần mở đầu hướng tới nhân viên công ty.","B1","listening","short-talks","listening","announcements","650","","Attention, Summit employees. The Austin office will close at three o'clock on July 2 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-177","Why will the office close early?","For an electrical inspection","For a holiday party","For staff training","For a customer visit","A","The electrical system will be inspected. | Hệ thống điện sẽ được kiểm tra.","A1","listening","short-talks","listening","announcements","500","","Attention, Summit employees. The Austin office will close at three o'clock on July 2 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-178","At what time will the office close?","At 2:00","At 3:00","At 4:00","At 5:00","B","The announcement gives a closing time of three o’clock. | Văn phòng đóng cửa lúc 3 giờ.","A2","listening","short-talks","listening","announcements","600","","Attention, Summit employees. The Austin office will close at three o'clock on July 2 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-179","What should staff do before leaving?","Move the furniture","Shut down computers","Submit expense reports","Call customers","B","Employees should save work and shut down computers. | Nhân viên cần lưu công việc và tắt máy tính.","B1","listening","short-talks","listening","announcements","650","","Attention, Summit employees. The Austin office will close at three o'clock on July 2 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-180","Where may employees finish their hours?","At home","At a cafe","At another branch","At the inspection site","A","The remaining hours may be completed from home. | Nhân viên có thể hoàn thành giờ làm tại nhà.","A1","listening","short-talks","listening","announcements","500","","Attention, Summit employees. The Austin office will close at three o'clock on July 2 so that the electrical system can be inspected. Please save your work and shut down all computers before leaving. Staff who normally work until five may complete their remaining hours from home."
"local-listening-181","What is being advertised?","An office-furniture sale","A training course","A moving service","A business conference","A","The message advertises discounts on office furniture. | Bài nói quảng cáo giảm giá nội thất văn phòng.","B1","listening","short-talks","listening","advertisements","650","","This week only, visit the Summit Home Store in Austin for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on July 2, so shop early for the best selection."
"local-listening-182","Which item is discounted by twenty percent?","Desk chairs","Desks","Lamps","Computers","B","Desks are twenty percent off. | Bàn làm việc được giảm 20 phần trăm.","B2","listening","short-talks","listening","advertisements","700","","This week only, visit the Summit Home Store in Austin for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on July 2, so shop early for the best selection."
"local-listening-183","What do customers receive when spending over $200?","A free chair","Free delivery","A store membership","An extra discount","B","Orders over $200 include free delivery. | Đơn trên 200 đô la được giao miễn phí.","B1","listening","short-talks","listening","advertisements","650","","This week only, visit the Summit Home Store in Austin for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on July 2, so shop early for the best selection."
"local-listening-184","When does the sale end?","July 2","Today at noon","Next year","At the end of the month","A","The sale ends on July 2. | Đợt giảm giá kết thúc vào July 2.","B2","listening","short-talks","listening","advertisements","700","","This week only, visit the Summit Home Store in Austin for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on July 2, so shop early for the best selection."
"local-listening-185","Why are listeners advised to shop early?","The store closes at noon","To get the best selection","Delivery takes a month","Prices rise each morning","B","Shopping early provides the best selection. | Mua sớm giúp có nhiều lựa chọn nhất.","B1","listening","short-talks","listening","advertisements","650","","This week only, visit the Summit Home Store in Austin for our annual office sale. Desks are twenty percent off, and desk chairs are fifteen percent off. Customers who spend more than two hundred dollars will receive free delivery. The sale ends on July 2, so shop early for the best selection."
"local-listening-186","Where would this announcement most likely be heard?","At an airport","At a restaurant","At a bank","At a factory","A","The message concerns a flight, gate, and boarding. | Thông báo về chuyến bay, cửa ra máy bay và giờ lên máy bay.","B2","listening","short-talks","listening","airport","700","","May I have your attention, please. Flight 482 to Austin will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-187","What has changed?","The destination","The gate number","The airline","The ticket price","B","The departure gate changed from 12 to 16. | Cửa ra máy bay đổi từ 12 sang 16.","B1","listening","short-talks","listening","airport","650","","May I have your attention, please. Flight 482 to Austin will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-188","What is the new gate?","Gate 6","Gate 12","Gate 16","Gate 45","C","The flight will depart from Gate 16. | Chuyến bay khởi hành ở cửa 16.","B2","listening","short-talks","listening","airport","700","","May I have your attention, please. Flight 482 to Austin will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-189","When will boarding begin?","At 6:25","At 6:45","At 7:05","At 7:45","B","Boarding begins at six forty-five. | Giờ lên máy bay là 6 giờ 45.","B1","listening","short-talks","listening","airport","650","","May I have your attention, please. Flight 482 to Austin will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-190","Who should go to the information desk?","Passengers needing assistance","All flight attendants","Passengers buying food","Airport drivers","A","Passengers who need assistance are directed there. | Hành khách cần hỗ trợ nên tới quầy thông tin.","B2","listening","short-talks","listening","airport","700","","May I have your attention, please. Flight 482 to Austin will now depart from Gate 16 instead of Gate 12. Boarding will begin at six forty-five, approximately twenty minutes later than scheduled. Passengers who need assistance should speak with an airline representative at the information desk."
"local-listening-191","What event are listeners attending?","A small business forum","A music festival","A university exam","A product sale","A","The speaker welcomes listeners to a small business forum. | Người nói chào mừng người nghe tới diễn đàn doanh nghiệp nhỏ.","C2","listening","short-talks","listening","events","900","","Welcome to the Summit Small Business Forum in Austin. Our first speaker, Mr. Wilson, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-192","What will the first speaker discuss?","Digital marketing","Office safety","Hotel management","International shipping","A","The first talk is about digital marketing. | Bài nói đầu tiên về tiếp thị số.","B2","listening","short-talks","listening","events","700","","Welcome to the Summit Small Business Forum in Austin. Our first speaker, Mr. Wilson, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-193","Where will the finance seminar take place?","Hall A","Hall B","Hall C","The auditorium","C","The seminar has moved to Hall C. | Hội thảo tài chính chuyển sang Hội trường C.","C1","listening","short-talks","listening","events","800","","Welcome to the Summit Small Business Forum in Austin. Our first speaker, Mr. Wilson, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-194","When will lunch be served?","At 9:30","At 11:00","At 12:15","At 1:30","C","Lunch is scheduled for twelve fifteen. | Bữa trưa diễn ra lúc 12 giờ 15.","C2","listening","short-talks","listening","events","900","","Welcome to the Summit Small Business Forum in Austin. Our first speaker, Mr. Wilson, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-195","What are attendees asked to do?","Keep name badges visible","Turn in a report","Leave before lunch","Move to Hall A","A","Attendees should keep their badges visible all day. | Người tham dự cần đeo thẻ tên trong suốt ngày.","B2","listening","short-talks","listening","events","700","","Welcome to the Summit Small Business Forum in Austin. Our first speaker, Mr. Wilson, will begin at nine thirty with a talk on digital marketing. The finance seminar has moved from Hall A to Hall C. Lunch will be served outside the main auditorium at twelve fifteen. Please keep your name badge visible throughout the day."
"local-listening-196","Why is the speaker calling?","A laptop repair is complete","A payment is overdue","A meeting was canceled","A new job is available","A","The speaker says the repaired laptop is ready. | Người nói báo máy tính đã sửa xong.","C1","listening","short-talks","listening","voicemail","800","","Hello, this message is for Mr. Wilson. This is Daniel from the Summit repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Austin counter is open until seven this evening, but it will close at five on July 2. Please bring your repair receipt when you come."
"local-listening-197","What part was replaced?","The screen","The keyboard","The battery","The camera","C","The repair center replaced the battery. | Trung tâm đã thay pin.","C2","listening","short-talks","listening","voicemail","900","","Hello, this message is for Mr. Wilson. This is Daniel from the Summit repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Austin counter is open until seven this evening, but it will close at five on July 2. Please bring your repair receipt when you come."
"local-listening-198","What else was done?","Files were deleted","The operating system was updated","A printer was installed","The laptop was exchanged","B","The operating system was updated. | Hệ điều hành đã được cập nhật.","B2","listening","short-talks","listening","voicemail","700","","Hello, this message is for Mr. Wilson. This is Daniel from the Summit repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Austin counter is open until seven this evening, but it will close at five on July 2. Please bring your repair receipt when you come."
"local-listening-199","Until what time is the counter open today?","Five","Six","Seven","Eight","C","The counter is open until seven this evening. | Quầy mở tới 7 giờ tối nay.","C1","listening","short-talks","listening","voicemail","800","","Hello, this message is for Mr. Wilson. This is Daniel from the Summit repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Austin counter is open until seven this evening, but it will close at five on July 2. Please bring your repair receipt when you come."
"local-listening-200","What should the customer bring?","A repair receipt","A passport","A new battery","A warranty advertisement","A","The message asks the customer to bring the repair receipt. | Khách hàng cần mang phiếu sửa chữa.","C2","listening","short-talks","listening","voicemail","900","","Hello, this message is for Mr. Wilson. This is Daniel from the Summit repair center. Your laptop is ready to be collected. We replaced the battery and updated the operating system. Our Austin counter is open until seven this evening, but it will close at five on July 2. Please bring your repair receipt when you come."
