id,question,choiceA,choiceB,choiceC,choiceD,correctAnswer,explanation,part,type,topic,difficulty,context,transcript
"local-p6-135","When will the workbook be sent?","On the day of the session","Two days before the session","One week after the session","During registration","B","The last sentence says it will arrive two days before the session. | Câu cuối cho biết tài liệu được gửi trước buổi học hai ngày.","6","reading","emails","650","To: research division
From: Mr. Brown
Subject: Customer Service Workshop

A customer service workshop will take place at our Portland branch on July 16. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-136","Choose the best option for blank [1].","will","has","was","would have","A","The scheduled future action requires “will leave”. | Hành động dự kiến trong tương lai dùng “will leave”.","6","reading","shipping","650","Dear Customer,

Your BrightPath order #3185 [1] leave our warehouse on July 16. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Portland normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-137","Choose the best option for blank [2].","it","them","its","itself","A","“It” refers to the singular package. | “It” thay cho danh từ số ít “the package”.","6","reading","shipping","650","Dear Customer,

Your BrightPath order #3185 [1] leave our warehouse on July 16. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Portland normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-138","What is the purpose of the message?","To confirm a shipment schedule","To request a refund","To advertise a warehouse","To change an address","A","The message tells the customer when the order will ship and how to track it. | Tin nhắn xác nhận lịch gửi hàng và cách theo dõi.","6","reading","shipping","650","Dear Customer,

Your BrightPath order #3185 [1] leave our warehouse on July 16. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Portland normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-139","How long does delivery normally take?","One day","Two days","Three business days","One week","C","The message gives an estimated delivery time of three business days. | Thời gian giao dự kiến là ba ngày làm việc.","6","reading","shipping","650","Dear Customer,

Your BrightPath order #3185 [1] leave our warehouse on July 16. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Portland normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-140","When should the customer contact the company?","Before placing an order","If tracking does not update within 24 hours","Immediately after delivery","When visiting the warehouse","B","The final sentence gives this instruction. | Câu cuối đưa ra hướng dẫn này.","6","reading","shipping","650","Dear Customer,

Your BrightPath order #3185 [1] leave our warehouse on July 16. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Portland normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-141","Choose the best option for blank [1].","takes","makes","does","brings","A","The fixed expression is “take effect”. | Cụm cố định đúng là “take effect”.","6","reading","memos","700","MEMORANDUM
To: All BrightPath supervisors
From: Mr. Brown

The revised remote-work policy [1] effect on July 16. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-142","Choose the best option for blank [2].","to","of","for","with","C","The fixed pattern is “be responsible for” followed by a gerund. | Cấu trúc đúng là “be responsible for” + V-ing.","6","reading","memos","700","MEMORANDUM
To: All BrightPath supervisors
From: Mr. Brown

The revised remote-work policy [1] effect on July 16. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-143","Who is the memo addressed to?","All customers","All BrightPath supervisors","Only new employees","Building technicians","B","The recipient line names all supervisors. | Dòng người nhận ghi rõ tất cả quản lý.","6","reading","memos","700","MEMORANDUM
To: All BrightPath supervisors
From: Mr. Brown

The revised remote-work policy [1] effect on July 16. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-144","How often may employees work remotely?","Every day","One day per month","Up to two days per week","Only on weekends","C","The policy permits up to two remote days each week. | Chính sách cho phép tối đa hai ngày làm từ xa mỗi tuần.","6","reading","memos","700","MEMORANDUM
To: All BrightPath supervisors
From: Mr. Brown

The revised remote-work policy [1] effect on July 16. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-145","What is required before remote days are taken?","Customer approval","Advance manager approval","A medical certificate","A new computer","B","Managers must approve the requested days in advance. | Quản lý phải duyệt trước những ngày được yêu cầu.","6","reading","memos","700","MEMORANDUM
To: All BrightPath supervisors
From: Mr. Brown

The revised remote-work policy [1] effect on July 16. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-146","Choose the best option for blank [1].","will be","has","was being","to be","A","A future passive form is required: “will be held”. | Cần dạng bị động tương lai “will be held”.","6","reading","events","700","BrightPath COMMUNITY DAY

Our annual community event [1] held at Portland Central Park on July 16. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Mr. Brown will lead a short safety briefing at 8:30 A.M.",""
"local-p6-147","Choose the best option for blank [2].","for","by","with","from","A","“For” correctly expresses the purpose of arriving early. | “For” diễn tả mục đích đến sớm để đăng ký.","6","reading","events","700","BrightPath COMMUNITY DAY

Our annual community event [1] held at Portland Central Park on July 16. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Mr. Brown will lead a short safety briefing at 8:30 A.M.",""
"local-p6-148","What will volunteers prepare?","Office furniture","Food packages","Marketing reports","Travel documents","B","The announcement says volunteers will prepare food packages. | Thông báo cho biết tình nguyện viên sẽ chuẩn bị các gói thực phẩm.","6","reading","events","700","BrightPath COMMUNITY DAY

Our annual community event [1] held at Portland Central Park on July 16. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Mr. Brown will lead a short safety briefing at 8:30 A.M.",""
"local-p6-149","What should volunteers bring?","A laptop","A printed ticket","A reusable water bottle","A safety uniform","C","Participants are asked to bring a reusable water bottle. | Người tham gia được yêu cầu mang bình nước tái sử dụng.","6","reading","events","700","BrightPath COMMUNITY DAY

Our annual community event [1] held at Portland Central Park on July 16. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Mr. Brown will lead a short safety briefing at 8:30 A.M.",""
"local-p6-150","What will happen at 8:30 A.M.?","Registration will close","Lunch will begin","A safety briefing will begin","The park will open","C","The text says Mr. Brown will lead a safety briefing at 8:30 A.M. | Bài đọc cho biết buổi hướng dẫn an toàn bắt đầu lúc 8:30.","6","reading","events","700","BrightPath COMMUNITY DAY

Our annual community event [1] held at Portland Central Park on July 16. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Mr. Brown will lead a short safety briefing at 8:30 A.M.",""
"local-p6-151","Choose the best option for blank [1].","will","has","being","was","A","“Will be closed” is the correct future passive form. | “Will be closed” là dạng bị động tương lai đúng.","6","reading","notices","600","NOTICE TO STAFF

Please note that the Harborview office in Atlanta [1] be closed on August 6 while technicians inspect the ventilation system. Employees should save their work [2] they leave on the previous afternoon. Normal operations will resume the following business day. Questions may be directed to Ms. Garcia.",""
"local-p6-152","Choose the best option for blank [2].","before","although","because of","during","A","“Before” correctly links saving work to leaving. | “Before” diễn tả việc lưu công việc trước khi rời đi.","6","reading","notices","600","NOTICE TO STAFF

Please note that the Harborview office in Atlanta [1] be closed on August 6 while technicians inspect the ventilation system. Employees should save their work [2] they leave on the previous afternoon. Normal operations will resume the following business day. Questions may be directed to Ms. Garcia.",""
"local-p6-153","Why will the office close?","For a staff celebration","For a ventilation inspection","For employee training","For a public holiday","B","The notice states that technicians will inspect the ventilation system. | Thông báo nêu rõ kỹ thuật viên sẽ kiểm tra hệ thống thông gió.","6","reading","notices","600","NOTICE TO STAFF

Please note that the Harborview office in Atlanta [1] be closed on August 6 while technicians inspect the ventilation system. Employees should save their work [2] they leave on the previous afternoon. Normal operations will resume the following business day. Questions may be directed to Ms. Garcia.",""
"local-p6-154","What should employees do?","Work at the office overnight","Call a customer","Save their work before leaving","Move to another company","C","Employees are specifically asked to save their work before leaving. | Nhân viên được yêu cầu lưu công việc trước khi rời đi.","6","reading","notices","600","NOTICE TO STAFF

Please note that the Harborview office in Atlanta [1] be closed on August 6 while technicians inspect the ventilation system. Employees should save their work [2] they leave on the previous afternoon. Normal operations will resume the following business day. Questions may be directed to Ms. Garcia.",""
"local-p6-155","Who should receive questions?","Ms. Garcia","The building owner","The sales team","A technician","A","The final sentence directs questions to Ms. Garcia. | Câu cuối hướng dẫn gửi câu hỏi cho Ms. Garcia.","6","reading","notices","600","NOTICE TO STAFF

Please note that the Harborview office in Atlanta [1] be closed on August 6 while technicians inspect the ventilation system. Employees should save their work [2] they leave on the previous afternoon. Normal operations will resume the following business day. Questions may be directed to Ms. Garcia.",""
"local-p6-156","Choose the best option for blank [1].","must","would","used to","had","A","“Must register” expresses the workshop requirement. | “Must register” diễn tả yêu cầu đăng ký.","6","reading","emails","650","To: human resources office
From: Ms. Garcia
Subject: Customer Service Workshop

A customer service workshop will take place at our Atlanta branch on August 6. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-157","Choose the best option for blank [2].","however","therefore","otherwise","meanwhile","B","Limited space is the reason for early registration, so “therefore” fits. | Vì chỗ có hạn nên “therefore” nối kết quả hợp lý.","6","reading","emails","650","To: human resources office
From: Ms. Garcia
Subject: Customer Service Workshop

A customer service workshop will take place at our Atlanta branch on August 6. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-158","What is the email mainly about?","A new employee portal","A customer service workshop","A branch relocation","A workbook sale","B","The message announces and explains a customer service workshop. | Email thông báo và hướng dẫn về hội thảo dịch vụ khách hàng.","6","reading","emails","650","To: human resources office
From: Ms. Garcia
Subject: Customer Service Workshop

A customer service workshop will take place at our Atlanta branch on August 6. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-159","How will participants receive the workbook?","By postal mail","At reception","By email","From a customer","C","The workbook will be sent by email. | Tài liệu sẽ được gửi qua email.","6","reading","emails","650","To: human resources office
From: Ms. Garcia
Subject: Customer Service Workshop

A customer service workshop will take place at our Atlanta branch on August 6. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-160","When will the workbook be sent?","On the day of the session","Two days before the session","One week after the session","During registration","B","The last sentence says it will arrive two days before the session. | Câu cuối cho biết tài liệu được gửi trước buổi học hai ngày.","6","reading","emails","650","To: human resources office
From: Ms. Garcia
Subject: Customer Service Workshop

A customer service workshop will take place at our Atlanta branch on August 6. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-161","Choose the best option for blank [1].","will","has","was","would have","A","The scheduled future action requires “will leave”. | Hành động dự kiến trong tương lai dùng “will leave”.","6","reading","shipping","650","Dear Customer,

Your Harborview order #3202 [1] leave our warehouse on August 6. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Atlanta normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-162","Choose the best option for blank [2].","it","them","its","itself","A","“It” refers to the singular package. | “It” thay cho danh từ số ít “the package”.","6","reading","shipping","650","Dear Customer,

Your Harborview order #3202 [1] leave our warehouse on August 6. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Atlanta normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-163","What is the purpose of the message?","To confirm a shipment schedule","To request a refund","To advertise a warehouse","To change an address","A","The message tells the customer when the order will ship and how to track it. | Tin nhắn xác nhận lịch gửi hàng và cách theo dõi.","6","reading","shipping","650","Dear Customer,

Your Harborview order #3202 [1] leave our warehouse on August 6. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Atlanta normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-164","How long does delivery normally take?","One day","Two days","Three business days","One week","C","The message gives an estimated delivery time of three business days. | Thời gian giao dự kiến là ba ngày làm việc.","6","reading","shipping","650","Dear Customer,

Your Harborview order #3202 [1] leave our warehouse on August 6. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Atlanta normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-165","When should the customer contact the company?","Before placing an order","If tracking does not update within 24 hours","Immediately after delivery","When visiting the warehouse","B","The final sentence gives this instruction. | Câu cuối đưa ra hướng dẫn này.","6","reading","shipping","650","Dear Customer,

Your Harborview order #3202 [1] leave our warehouse on August 6. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Atlanta normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-166","Choose the best option for blank [1].","takes","makes","does","brings","A","The fixed expression is “take effect”. | Cụm cố định đúng là “take effect”.","6","reading","memos","700","MEMORANDUM
To: All Harborview supervisors
From: Ms. Garcia

The revised remote-work policy [1] effect on August 6. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-167","Choose the best option for blank [2].","to","of","for","with","C","The fixed pattern is “be responsible for” followed by a gerund. | Cấu trúc đúng là “be responsible for” + V-ing.","6","reading","memos","700","MEMORANDUM
To: All Harborview supervisors
From: Ms. Garcia

The revised remote-work policy [1] effect on August 6. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-168","Who is the memo addressed to?","All customers","All Harborview supervisors","Only new employees","Building technicians","B","The recipient line names all supervisors. | Dòng người nhận ghi rõ tất cả quản lý.","6","reading","memos","700","MEMORANDUM
To: All Harborview supervisors
From: Ms. Garcia

The revised remote-work policy [1] effect on August 6. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-169","How often may employees work remotely?","Every day","One day per month","Up to two days per week","Only on weekends","C","The policy permits up to two remote days each week. | Chính sách cho phép tối đa hai ngày làm từ xa mỗi tuần.","6","reading","memos","700","MEMORANDUM
To: All Harborview supervisors
From: Ms. Garcia

The revised remote-work policy [1] effect on August 6. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-170","What is required before remote days are taken?","Customer approval","Advance manager approval","A medical certificate","A new computer","B","Managers must approve the requested days in advance. | Quản lý phải duyệt trước những ngày được yêu cầu.","6","reading","memos","700","MEMORANDUM
To: All Harborview supervisors
From: Ms. Garcia

The revised remote-work policy [1] effect on August 6. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-171","Choose the best option for blank [1].","will be","has","was being","to be","A","A future passive form is required: “will be held”. | Cần dạng bị động tương lai “will be held”.","6","reading","events","700","Harborview COMMUNITY DAY

Our annual community event [1] held at Atlanta Central Park on August 6. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Ms. Garcia will lead a short safety briefing at 8:30 A.M.",""
"local-p6-172","Choose the best option for blank [2].","for","by","with","from","A","“For” correctly expresses the purpose of arriving early. | “For” diễn tả mục đích đến sớm để đăng ký.","6","reading","events","700","Harborview COMMUNITY DAY

Our annual community event [1] held at Atlanta Central Park on August 6. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Ms. Garcia will lead a short safety briefing at 8:30 A.M.",""
"local-p6-173","What will volunteers prepare?","Office furniture","Food packages","Marketing reports","Travel documents","B","The announcement says volunteers will prepare food packages. | Thông báo cho biết tình nguyện viên sẽ chuẩn bị các gói thực phẩm.","6","reading","events","700","Harborview COMMUNITY DAY

Our annual community event [1] held at Atlanta Central Park on August 6. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Ms. Garcia will lead a short safety briefing at 8:30 A.M.",""
"local-p6-174","What should volunteers bring?","A laptop","A printed ticket","A reusable water bottle","A safety uniform","C","Participants are asked to bring a reusable water bottle. | Người tham gia được yêu cầu mang bình nước tái sử dụng.","6","reading","events","700","Harborview COMMUNITY DAY

Our annual community event [1] held at Atlanta Central Park on August 6. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Ms. Garcia will lead a short safety briefing at 8:30 A.M.",""
"local-p6-175","What will happen at 8:30 A.M.?","Registration will close","Lunch will begin","A safety briefing will begin","The park will open","C","The text says Ms. Garcia will lead a safety briefing at 8:30 A.M. | Bài đọc cho biết buổi hướng dẫn an toàn bắt đầu lúc 8:30.","6","reading","events","700","Harborview COMMUNITY DAY

Our annual community event [1] held at Atlanta Central Park on August 6. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Ms. Garcia will lead a short safety briefing at 8:30 A.M.",""
"local-p6-176","Choose the best option for blank [1].","will","has","being","was","A","“Will be closed” is the correct future passive form. | “Will be closed” là dạng bị động tương lai đúng.","6","reading","notices","600","NOTICE TO STAFF

Please note that the Silverline office in Phoenix [1] be closed on August 13 while technicians inspect the ventilation system. Employees should save their work [2] they leave on the previous afternoon. Normal operations will resume the following business day. Questions may be directed to Mr. Kim.",""
"local-p6-177","Choose the best option for blank [2].","before","although","because of","during","A","“Before” correctly links saving work to leaving. | “Before” diễn tả việc lưu công việc trước khi rời đi.","6","reading","notices","600","NOTICE TO STAFF

Please note that the Silverline office in Phoenix [1] be closed on August 13 while technicians inspect the ventilation system. Employees should save their work [2] they leave on the previous afternoon. Normal operations will resume the following business day. Questions may be directed to Mr. Kim.",""
"local-p6-178","Why will the office close?","For a staff celebration","For a ventilation inspection","For employee training","For a public holiday","B","The notice states that technicians will inspect the ventilation system. | Thông báo nêu rõ kỹ thuật viên sẽ kiểm tra hệ thống thông gió.","6","reading","notices","600","NOTICE TO STAFF

Please note that the Silverline office in Phoenix [1] be closed on August 13 while technicians inspect the ventilation system. Employees should save their work [2] they leave on the previous afternoon. Normal operations will resume the following business day. Questions may be directed to Mr. Kim.",""
"local-p6-179","What should employees do?","Work at the office overnight","Call a customer","Save their work before leaving","Move to another company","C","Employees are specifically asked to save their work before leaving. | Nhân viên được yêu cầu lưu công việc trước khi rời đi.","6","reading","notices","600","NOTICE TO STAFF

Please note that the Silverline office in Phoenix [1] be closed on August 13 while technicians inspect the ventilation system. Employees should save their work [2] they leave on the previous afternoon. Normal operations will resume the following business day. Questions may be directed to Mr. Kim.",""
"local-p6-180","Who should receive questions?","Mr. Kim","The building owner","The sales team","A technician","A","The final sentence directs questions to Mr. Kim. | Câu cuối hướng dẫn gửi câu hỏi cho Mr. Kim.","6","reading","notices","600","NOTICE TO STAFF

Please note that the Silverline office in Phoenix [1] be closed on August 13 while technicians inspect the ventilation system. Employees should save their work [2] they leave on the previous afternoon. Normal operations will resume the following business day. Questions may be directed to Mr. Kim.",""
"local-p6-181","Choose the best option for blank [1].","must","would","used to","had","A","“Must register” expresses the workshop requirement. | “Must register” diễn tả yêu cầu đăng ký.","6","reading","emails","650","To: shipping department
From: Mr. Kim
Subject: Customer Service Workshop

A customer service workshop will take place at our Phoenix branch on August 13. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-182","Choose the best option for blank [2].","however","therefore","otherwise","meanwhile","B","Limited space is the reason for early registration, so “therefore” fits. | Vì chỗ có hạn nên “therefore” nối kết quả hợp lý.","6","reading","emails","650","To: shipping department
From: Mr. Kim
Subject: Customer Service Workshop

A customer service workshop will take place at our Phoenix branch on August 13. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-183","What is the email mainly about?","A new employee portal","A customer service workshop","A branch relocation","A workbook sale","B","The message announces and explains a customer service workshop. | Email thông báo và hướng dẫn về hội thảo dịch vụ khách hàng.","6","reading","emails","650","To: shipping department
From: Mr. Kim
Subject: Customer Service Workshop

A customer service workshop will take place at our Phoenix branch on August 13. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-184","How will participants receive the workbook?","By postal mail","At reception","By email","From a customer","C","The workbook will be sent by email. | Tài liệu sẽ được gửi qua email.","6","reading","emails","650","To: shipping department
From: Mr. Kim
Subject: Customer Service Workshop

A customer service workshop will take place at our Phoenix branch on August 13. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-185","When will the workbook be sent?","On the day of the session","Two days before the session","One week after the session","During registration","B","The last sentence says it will arrive two days before the session. | Câu cuối cho biết tài liệu được gửi trước buổi học hai ngày.","6","reading","emails","650","To: shipping department
From: Mr. Kim
Subject: Customer Service Workshop

A customer service workshop will take place at our Phoenix branch on August 13. Employees who wish to attend [1] register through the staff portal. Space is limited; [2], early registration is strongly recommended. Participants will receive the workbook by email two days before the session.",""
"local-p6-186","Choose the best option for blank [1].","will","has","was","would have","A","The scheduled future action requires “will leave”. | Hành động dự kiến trong tương lai dùng “will leave”.","6","reading","shipping","650","Dear Customer,

Your Silverline order #3219 [1] leave our warehouse on August 13. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Phoenix normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-187","Choose the best option for blank [2].","it","them","its","itself","A","“It” refers to the singular package. | “It” thay cho danh từ số ít “the package”.","6","reading","shipping","650","Dear Customer,

Your Silverline order #3219 [1] leave our warehouse on August 13. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Phoenix normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-188","What is the purpose of the message?","To confirm a shipment schedule","To request a refund","To advertise a warehouse","To change an address","A","The message tells the customer when the order will ship and how to track it. | Tin nhắn xác nhận lịch gửi hàng và cách theo dõi.","6","reading","shipping","650","Dear Customer,

Your Silverline order #3219 [1] leave our warehouse on August 13. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Phoenix normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-189","How long does delivery normally take?","One day","Two days","Three business days","One week","C","The message gives an estimated delivery time of three business days. | Thời gian giao dự kiến là ba ngày làm việc.","6","reading","shipping","650","Dear Customer,

Your Silverline order #3219 [1] leave our warehouse on August 13. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Phoenix normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-190","When should the customer contact the company?","Before placing an order","If tracking does not update within 24 hours","Immediately after delivery","When visiting the warehouse","B","The final sentence gives this instruction. | Câu cuối đưa ra hướng dẫn này.","6","reading","shipping","650","Dear Customer,

Your Silverline order #3219 [1] leave our warehouse on August 13. Once the package has been collected by the carrier, you can track [2] using the link in your account. Delivery to Phoenix normally takes three business days. Please contact us if the tracking page does not update within 24 hours.",""
"local-p6-191","Choose the best option for blank [1].","takes","makes","does","brings","A","The fixed expression is “take effect”. | Cụm cố định đúng là “take effect”.","6","reading","memos","700","MEMORANDUM
To: All Silverline supervisors
From: Mr. Kim

The revised remote-work policy [1] effect on August 13. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-192","Choose the best option for blank [2].","to","of","for","with","C","The fixed pattern is “be responsible for” followed by a gerund. | Cấu trúc đúng là “be responsible for” + V-ing.","6","reading","memos","700","MEMORANDUM
To: All Silverline supervisors
From: Mr. Kim

The revised remote-work policy [1] effect on August 13. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-193","Who is the memo addressed to?","All customers","All Silverline supervisors","Only new employees","Building technicians","B","The recipient line names all supervisors. | Dòng người nhận ghi rõ tất cả quản lý.","6","reading","memos","700","MEMORANDUM
To: All Silverline supervisors
From: Mr. Kim

The revised remote-work policy [1] effect on August 13. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-194","How often may employees work remotely?","Every day","One day per month","Up to two days per week","Only on weekends","C","The policy permits up to two remote days each week. | Chính sách cho phép tối đa hai ngày làm từ xa mỗi tuần.","6","reading","memos","700","MEMORANDUM
To: All Silverline supervisors
From: Mr. Kim

The revised remote-work policy [1] effect on August 13. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-195","What is required before remote days are taken?","Customer approval","Advance manager approval","A medical certificate","A new computer","B","Managers must approve the requested days in advance. | Quản lý phải duyệt trước những ngày được yêu cầu.","6","reading","memos","700","MEMORANDUM
To: All Silverline supervisors
From: Mr. Kim

The revised remote-work policy [1] effect on August 13. Supervisors are responsible [2] explaining the scheduling rules to their teams. Employees may work remotely up to two days per week, provided that their managers approve the requested days in advance.",""
"local-p6-196","Choose the best option for blank [1].","will be","has","was being","to be","A","A future passive form is required: “will be held”. | Cần dạng bị động tương lai “will be held”.","6","reading","events","700","Silverline COMMUNITY DAY

Our annual community event [1] held at Phoenix Central Park on August 13. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Mr. Kim will lead a short safety briefing at 8:30 A.M.",""
"local-p6-197","Choose the best option for blank [2].","for","by","with","from","A","“For” correctly expresses the purpose of arriving early. | “For” diễn tả mục đích đến sớm để đăng ký.","6","reading","events","700","Silverline COMMUNITY DAY

Our annual community event [1] held at Phoenix Central Park on August 13. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Mr. Kim will lead a short safety briefing at 8:30 A.M.",""
"local-p6-198","What will volunteers prepare?","Office furniture","Food packages","Marketing reports","Travel documents","B","The announcement says volunteers will prepare food packages. | Thông báo cho biết tình nguyện viên sẽ chuẩn bị các gói thực phẩm.","6","reading","events","700","Silverline COMMUNITY DAY

Our annual community event [1] held at Phoenix Central Park on August 13. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Mr. Kim will lead a short safety briefing at 8:30 A.M.",""
"local-p6-199","What should volunteers bring?","A laptop","A printed ticket","A reusable water bottle","A safety uniform","C","Participants are asked to bring a reusable water bottle. | Người tham gia được yêu cầu mang bình nước tái sử dụng.","6","reading","events","700","Silverline COMMUNITY DAY

Our annual community event [1] held at Phoenix Central Park on August 13. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Mr. Kim will lead a short safety briefing at 8:30 A.M.",""
"local-p6-200","What will happen at 8:30 A.M.?","Registration will close","Lunch will begin","A safety briefing will begin","The park will open","C","The text says Mr. Kim will lead a safety briefing at 8:30 A.M. | Bài đọc cho biết buổi hướng dẫn an toàn bắt đầu lúc 8:30.","6","reading","events","700","Silverline COMMUNITY DAY

Our annual community event [1] held at Phoenix Central Park on August 13. Volunteers will help prepare food packages for local families. Please arrive early [2] registration and bring a reusable water bottle. Mr. Kim will lead a short safety briefing at 8:30 A.M.",""
